name,club,injuries
Joel Matip,Liverpool FC,"[('22/23', 'Calf Injury', 'Oct 11, 2022', 'Oct 26, 2022', '15', '5'), ('21/22', 'Ill', 'Mar 3, 2022', 'Mar 7, 2022', '4', '1'), ('21/22', 'Corona virus', 'Dec 30, 2021', 'Jan 6, 2022', '7', '1'), ('20/21', 'Ankle Injury', 'Jan 28, 2021', 'Jul 1, 2021', '154', '23'), ('20/21', 'groin strain', 'Dec 28, 2020', 'Jan 21, 2021', '24', '5'), ('20/21', 'Back trouble', 'Dec 14, 2020', 'Dec 17, 2020', '3', '1'), ('20/21', 'Bruise', 'Oct 19, 2020', 'Nov 2, 2020', '14', '4'), ('20/21', 'Thigh Problems', 'Sep 14, 2020', 'Oct 15, 2020', '31', '5'), ('20/21', 'Ankle Injury', 'Jun 22, 2020', 'Jul 30, 2020', '38', '8'), ('19/20', 'Knee Injury', 'Oct 28, 2019', 'Jan 16, 2020', '80', '19'), ('18/19', 'Collarbone fracture', 'Dec 13, 2018', 'Jan 10, 2019', '28', '6'), ('17/18', 'Hamstring Injury', 'Apr 2, 2018', 'Jul 2, 2018', '91', '11'), ('17/18', 'Muscle Injury', 'Nov 30, 2017', 'Dec 25, 2017', '25', '6'), ('16/17', 'Ankle Injury', 'Dec 12, 2016', 'Jan 9, 2017', '28', '6'), ('16/17', 'Ankle Injury', 'Nov 28, 2016', 'Dec 5, 2016', '7', '2')]"
Nathaniel Phillips,Liverpool FC,"[('21/22', 'Cheekbone Fracture', 'Dec 8, 2021', 'Jan 22, 2022', '45', '10'), ('19/20', 'Knock', 'Jun 19, 2020', 'Jun 23, 2020', '4', '1'), ('19/20', 'Angina', 'Dec 18, 2019', 'Dec 25, 2019', '7', '1')]"
Andrew Robertson,Liverpool FC,"[('22/23', 'Knee Injury', 'Sep 8, 2022', 'Oct 10, 2022', '32', '6'), ('20/21', 'Hip Injury', 'Nov 14, 2020', 'Nov 18, 2020', '4', 0), ('19/20', 'Ankle Injury', 'Nov 11, 2019', 'Nov 22, 2019', '11', 0), ('18/19', 'Thigh muscle rupture', 'Jun 12, 2019', 'Jun 24, 2019', '12', 0), ('18/19', 'Fibula shaft fractures', 'May 8, 2019', 'May 11, 2019', '3', 0), ('18/19', 'Arm Injury', 'Feb 25, 2019', 'Feb 26, 2019', '1', 0), ('18/19', 'Knock', 'Dec 3, 2018', 'Dec 7, 2018', '4', '1'), ('17/18', 'Knock', 'Mar 28, 2018', 'Mar 30, 2018', '2', 0), ('16/17', 'Calf Strain', 'Oct 15, 2016', 'Nov 26, 2016', '42', '7')]"
Konstantinos Tsimikas,Liverpool FC,"[('20/21', 'Knee Injury', 'Dec 10, 2020', 'Jan 20, 2021', '41', '8'), ('20/21', 'Thigh Problems', 'Sep 25, 2020', 'Nov 3, 2020', '39', '9'), ('20/21', 'Quarantine', 'Sep 4, 2020', 'Sep 19, 2020', '15', '1'), ('20/21', 'Fever', 'Sep 2, 2020', 'Sep 4, 2020', '2', 0)]"
Trent Alexander-Arnold,Liverpool FC,"[('22/23', 'Ankle problems', 'Oct 10, 2022', 'Oct 15, 2022', '5', '1'), ('21/22', 'Hamstring Injury', 'Mar 17, 2022', 'Mar 31, 2022', '14', '1'), ('21/22', 'Corona virus', 'Jan 3, 2022', 'Jan 13, 2022', '10', '2'), ('21/22', 'Muscular problems', 'Sep 27, 2021', 'Oct 14, 2021', '17', '2'), ('21/22', 'Hamstring Injury', 'Jun 3, 2021', 'Jul 12, 2021', '39', 0), ('20/21', 'Calf Injury', 'Nov 9, 2020', 'Dec 7, 2020', '28', '5'), ('19/20', 'Ill', 'Oct 21, 2019', 'Oct 28, 2019', '7', '2'), ('18/19', 'Back trouble', 'Mar 18, 2019', 'Apr 1, 2019', '14', '1'), ('18/19', 'Knee Injury', 'Jan 10, 2019', 'Feb 11, 2019', '32', '5'), ('18/19', 'Foot Injury', 'Dec 10, 2018', 'Dec 27, 2018', '17', '4')]"
Calvin Ramsay,Liverpool FC,"[('21/22', 'Ill', 'Feb 24, 2022', 'Mar 3, 2022', '7', '2'), ('21/22', 'Hamstring Injury', 'Oct 23, 2021', 'Dec 20, 2021', '58', '9')]"
Fabinho,Liverpool FC,"[('21/22', 'Thigh Problems', 'May 12, 2022', 'May 25, 2022', '13', '3'), ('20/21', 'Muscle Injury', 'Feb 11, 2021', 'Mar 1, 2021', '18', '4'), ('20/21', 'Muscular problems', 'Jan 26, 2021', 'Feb 6, 2021', '11', '3'), ('20/21', 'Hamstring Injury', 'Oct 27, 2020', 'Nov 21, 2020', '25', '4'), ('19/20', 'Ankle Injury', 'Nov 28, 2019', 'Jan 18, 2020', '51', '13'), ('18/19', 'Head Injury', 'Apr 22, 2019', 'May 3, 2019', '11', '2'), ('18/19', 'Hamstring Injury', 'Jan 20, 2019', 'Jan 29, 2019', '9', 0), ('18/19', 'Ill', 'Aug 9, 2018', 'Aug 11, 2018', '2', 0)]"
Curtis Jones,Liverpool FC,"[('22/23', 'Stress response of the bone', 'Sep 1, 2022', 'Oct 13, 2022', '42', '9'), ('21/22', 'Eye Injury', 'Nov 2, 2021', 'Jan 2, 2022', '61', '14')]"
Naby Keïta,Liverpool FC,"[('22/23', 'Muscle Injury', 'Nov 5, 2022', '-', '21', '3'), ('22/23', 'Hamstring Injury', 'Aug 1, 2022', 'Nov 1, 2022', '92', '20'), ('21/22', 'Knee Problems', 'Mar 21, 2022', 'Apr 3, 2022', '13', '1'), ('21/22', 'Hamstring Injury', 'Oct 31, 2021', 'Dec 5, 2021', '35', '7'), ('20/21', 'Ankle Injury', 'Dec 20, 2020', 'Feb 18, 2021', '60', '13'), ('20/21', 'Ligament Injury', 'Dec 10, 2020', 'Dec 15, 2020', '5', '1'), ('20/21', 'Hamstring Injury', 'Nov 23, 2020', 'Dec 5, 2020', '12', '3'), ('20/21', 'Corona virus', 'Oct 14, 2020', 'Nov 3, 2020', '20', '6'), ('19/20', 'Ill', 'Mar 10, 2020', 'Mar 12, 2020', '2', '1'), ('19/20', 'Groin Injury', 'Mar 1, 2020', 'Mar 6, 2020', '5', '1'), ('19/20', 'Angina', 'Feb 26, 2020', 'Mar 3, 2020', '6', '2'), ('19/20', 'groin strain', 'Jan 2, 2020', 'Jan 25, 2020', '23', '5'), ('19/20', 'Ill', 'Nov 26, 2019', 'Nov 28, 2019', '2', '1'), ('19/20', 'Torn muscle bundle', 'Sep 22, 2019', 'Sep 28, 2019', '6', '3'), ('19/20', 'Torn muscle bundle', 'Aug 10, 2019', 'Sep 24, 2019', '45', '7')]"
Thiago,Liverpool FC,"[('22/23', 'Hamstring Injury', 'Aug 6, 2022', 'Sep 4, 2022', '29', '6'), ('21/22', 'Thigh Problems', 'Feb 26, 2022', 'Mar 6, 2022', '8', '3'), ('21/22', 'Hip Injury', 'Dec 27, 2021', 'Feb 2, 2022', '37', '7'), ('21/22', 'Corona virus', 'Dec 19, 2021', 'Dec 29, 2021', '10', '3'), ('21/22', 'Calf Injury', 'Sep 18, 2021', 'Oct 31, 2021', '43', '10'), ('20/21', 'Knee Injury', 'Oct 17, 2020', 'Dec 28, 2020', '72', '17'), ('20/21', 'Corona virus', 'Sep 23, 2020', 'Oct 16, 2020', '23', '4'), ('19/20', 'Groin Surgery', 'Jun 11, 2020', 'Jul 4, 2020', '23', '5'), ('19/20', 'groin strain', 'May 10, 2020', 'Jun 5, 2020', '26', '4'), ('19/20', 'Cervical spine injury', 'Aug 23, 2019', 'Aug 30, 2019', '7', '1'), ('18/19', 'Muscular problems', 'Jan 30, 2019', 'Feb 3, 2019', '4', '1'), ('18/19', 'Torn ankle ligament', 'Oct 31, 2018', 'Nov 28, 2018', '28', '5'), ('18/19', 'Toe Injury', 'Sep 18, 2018', 'Sep 20, 2018', '2', '1'), ('17/18', 'Strain', 'Mar 15, 2018', 'Mar 19, 2018', '4', '1'), ('17/18', 'Rest ', 'Feb 19, 2018', 'Feb 21, 2018', '2', '1')]"
Arthur Melo,Liverpool FC,"[('22/23', 'Surgery', 'Oct 3, 2022', 'Jan 8, 2023', '97', '16'), ('22/23', 'Ankle problems', 'Aug 8, 2022', 'Aug 16, 2022', '8', '1'), ('21/22', 'Unknown Injury', 'May 15, 2022', 'May 27, 2022', '12', '2'), ('21/22', 'Distortion of the ankle', 'Apr 13, 2022', 'Apr 30, 2022', '17', '3'), ('21/22', 'Corona virus', 'Dec 31, 2021', 'Jan 5, 2022', '5', 0), ('21/22', 'Surgery', 'Jul 16, 2021', 'Oct 1, 2021', '77', '8'), ('20/21', 'Leg Injury', 'Feb 7, 2021', 'Mar 6, 2021', '27', '7'), ('20/21', 'Hamstring Injury', 'Dec 16, 2020', 'Dec 21, 2020', '5', '2'), ('19/20', 'Ankle Injury', 'Jul 18, 2020', 'Jul 25, 2020', '7', '1'), ('19/20', 'Tonsillitis', 'Jul 10, 2020', 'Jul 15, 2020', '5', '1'), ('19/20', 'Ankle Injury', 'Mar 5, 2020', 'Mar 16, 2020', '11', '1'), ('19/20', 'Pubitis', 'Dec 5, 2019', 'Jan 18, 2020', '44', '7'), ('19/20', 'Knock', 'Nov 20, 2019', 'Nov 25, 2019', '5', '1'), ('19/20', 'Knock', 'Nov 4, 2019', 'Nov 8, 2019', '4', '1'), ('19/20', 'Minor Knock', 'Oct 27, 2019', 'Oct 30, 2019', '3', '1')]"
Jordan Henderson,Liverpool FC,"[('22/23', 'Hamstring Injury', 'Aug 31, 2022', 'Sep 25, 2022', '25', '6'), ('21/22', 'Ill', 'Dec 19, 2021', 'Dec 27, 2021', '8', '2'), ('20/21', 'Groin Surgery', 'Feb 26, 2021', 'May 19, 2021', '82', '15'), ('20/21', 'Knock', 'Nov 16, 2020', 'Nov 27, 2020', '11', '2'), ('20/21', 'Hip problems', 'Oct 2, 2020', 'Oct 3, 2020', '1', 0), ('19/20', 'Knee Injury', 'Jul 9, 2020', 'Aug 30, 2020', '52', '5'), ('19/20', 'Hamstring Injury', 'Feb 19, 2020', 'Mar 10, 2020', '20', '4'), ('18/19', 'Ankle Injury', 'Mar 14, 2019', 'Mar 22, 2019', '8', '1'), ('18/19', 'Ligament Injury', 'Feb 1, 2019', 'Feb 8, 2019', '7', '1'), ('18/19', 'Cals Sclerosis', 'Jan 4, 2019', 'Jan 11, 2019', '7', '1'), ('18/19', 'Hip Injury', 'Oct 21, 2018', 'Nov 8, 2018', '18', '4'), ('17/18', 'Muscle Injury', 'Dec 23, 2017', 'Jan 26, 2018', '34', '6'), ('17/18', 'Thigh Problems', 'Nov 2, 2017', 'Nov 13, 2017', '11', '1'), ('17/18', 'Ill', 'Aug 3, 2017', 'Aug 7, 2017', '4', 0), ('16/17', 'Foot Injury', 'Feb 27, 2017', 'Jul 6, 2017', '129', '13')]"
Alex Oxlade-Chamberlain,Liverpool FC,"[('22/23', 'Hamstring Injury', 'Jul 16, 2022', 'Oct 17, 2022', '93', '16'), ('20/21', 'Knee Injury', 'Aug 21, 2020', 'Dec 12, 2020', '113', '20'), ('19/20', 'Knock', 'Jun 11, 2020', 'Jun 20, 2020', '9', 0), ('19/20', 'Ankle Injury', 'Dec 23, 2019', 'Jan 4, 2020', '12', '3'), ('19/20', 'Head Injury', 'Oct 3, 2019', 'Oct 7, 2019', '4', '1'), ('18/19', 'Knock', 'May 6, 2019', 'May 11, 2019', '5', '1'), ('18/19', 'Hamstring Injury', 'Mar 9, 2019', 'Apr 12, 2019', '34', '6'), ('17/18', 'Cruciate Ligament Rupture', 'Apr 25, 2018', 'Mar 7, 2019', '316', '43'), ('16/17', 'Hamstring Injury', 'May 10, 2017', 'May 27, 2017', '17', '5'), ('15/16', 'Medial Collateral Ligament Injury', 'May 5, 2016', 'Jul 7, 2016', '63', '2'), ('15/16', 'Knee Injury', 'Feb 22, 2016', 'Apr 28, 2016', '66', '13'), ('15/16', 'Thigh muscle rupture', 'Oct 26, 2015', 'Nov 19, 2015', '24', '4'), ('14/15', 'Torn Muscle Fibre', 'Apr 6, 2015', 'May 22, 2015', '46', '7'), ('14/15', 'Hamstring Injury', 'Mar 9, 2015', 'Apr 9, 2015', '31', '5'), ('14/15', 'groin strain', 'Jan 19, 2015', 'Feb 23, 2015', '35', '6')]"
James Milner,Liverpool FC,"[('20/21', 'Thigh Muscle Strain', 'Feb 1, 2021', 'Feb 3, 2021', '2', '1'), ('20/21', 'Hamstring Injury', 'Nov 28, 2020', 'Dec 26, 2020', '28', '7'), ('20/21', 'Calf Injury', 'Sep 21, 2020', 'Sep 27, 2020', '6', '1'), ('20/21', 'Thigh Muscle Strain', 'Jul 9, 2020', 'Jul 21, 2020', '12', '2'), ('20/21', 'Knock', 'Jul 3, 2020', 'Jul 7, 2020', '4', '1'), ('20/21', 'Hamstring Injury', 'Jun 22, 2020', 'Jul 1, 2020', '9', '1'), ('19/20', 'Hamstring Injury', 'Feb 19, 2020', 'Mar 2, 2020', '12', '2'), ('19/20', 'Hip Injury', 'Jan 6, 2020', 'Feb 14, 2020', '39', '7'), ('19/20', 'Back Injury', 'Sep 26, 2019', 'Sep 27, 2019', '1', 0), ('19/20', 'Knock', 'Mar 4, 2019', 'Mar 16, 2019', '12', '2'), ('18/19', 'Hamstring Injury', 'Dec 22, 2018', 'Jan 2, 2019', '11', '2'), ('18/19', 'Knock', 'Dec 13, 2018', 'Dec 20, 2018', '7', '1'), ('18/19', 'Hamstring Injury', 'Oct 7, 2018', 'Oct 19, 2018', '12', '1'), ('18/19', 'Head Injury', 'Aug 5, 2018', 'Aug 11, 2018', '6', 0), ('16/17', 'Foot Injury', 'Aug 7, 2016', 'Aug 19, 2016', '12', '1')]"
Harvey Elliott,Liverpool FC,"[('21/22', 'Fracture-dislocation of the ankle', 'Sep 13, 2021', 'Jan 31, 2022', '140', '30')]"
Fábio Carvalho,Liverpool FC,"[('22/23', 'Muscular problems', 'Sep 4, 2022', 'Sep 28, 2022', '24', '4'), ('21/22', 'Corona virus', 'Oct 8, 2021', 'Oct 15, 2021', '7', 0), ('21/22', 'Toe Injury', 'Sep 4, 2021', 'Oct 25, 2021', '51', '10'), ('21/22', 'Ankle Injury', 'Aug 21, 2021', 'Aug 28, 2021', '7', '3')]"
Luis Díaz,Liverpool FC,"[('22/23', 'Knee Injury', 'Oct 10, 2022', 'Dec 31, 2022', '82', '13'), ('20/21', 'Corona virus', 'Jan 14, 2021', 'Jan 28, 2021', '14', '3'), ('20/21', 'Muscle Injury', 'Oct 22, 2020', 'Oct 29, 2020', '7', '2'), ('19/20', 'Muscle Injury', 'Feb 27, 2020', 'Mar 16, 2020', '18', '3')]"
Diogo Jota,Liverpool FC,"[('22/23', 'Calf Injury', 'Oct 17, 2022', 'Dec 31, 2022', '75', '11'), ('22/23', 'Hamstring Injury', 'Aug 1, 2022', 'Sep 1, 2022', '31', '5'), ('21/22', 'Ankle Injury', 'Feb 14, 2022', 'Feb 28, 2022', '14', '4'), ('20/21', 'Foot Injury', 'May 13, 2021', 'May 24, 2021', '11', '4'), ('20/21', 'Bruised Knee', 'Dec 7, 2020', 'Mar 1, 2021', '84', '19'), ('19/20', 'Calf Injury', 'Jan 2, 2020', 'Jan 23, 2020', '21', '5'), ('19/20', 'Ankle Injury', 'Sep 23, 2019', 'Oct 21, 2019', '28', '5'), ('18/19', 'Bruise', 'Jan 31, 2019', 'Feb 25, 2019', '25', '5'), ('18/19', 'Hamstring Injury', 'Dec 13, 2018', 'Jan 14, 2019', '32', '7'), ('18/19', 'Bruise', 'Oct 29, 2018', 'Nov 12, 2018', '14', '2'), ('16/17', 'Ankle Injury', 'Aug 18, 2016', 'Sep 5, 2016', '18', '2'), ('15/16', 'Shoulder Injury', 'May 5, 2016', 'May 19, 2016', '14', '2')]"
Mohamed Salah,Liverpool FC,"[('20/21', 'Corona virus', 'Nov 13, 2020', 'Nov 24, 2020', '11', '1'), ('19/20', 'Ankle Injury', 'Nov 11, 2019', 'Nov 22, 2019', '11', 0), ('19/20', 'Ankle problems', 'Oct 6, 2019', 'Oct 22, 2019', '16', '1'), ('18/19', 'Concussion', 'May 5, 2019', 'May 11, 2019', '6', '1'), ('18/19', 'Thigh Problems', 'Oct 13, 2018', 'Oct 18, 2018', '5', 0), ('17/18', 'Shoulder Injury', 'May 27, 2018', 'Jun 14, 2018', '18', 0), ('16/17', 'Ruptured ankle aigament', 'Dec 1, 2016', 'Dec 15, 2016', '14', '3'), ('15/16', 'Ruptured sideband in the ankle', 'Nov 9, 2015', 'Dec 7, 2015', '28', '4'), ('14/15', 'Thigh Problems', 'May 25, 2015', 'Jun 1, 2015', '7', '1'), ('12/13', 'Shoulder Injury', 'Jul 5, 2012', 'Jul 26, 2012', '21', '4')]"
Darwin Núñez,Liverpool FC,"[('22/23', 'Muscular problems', 'Oct 20, 2022', 'Oct 24, 2022', '4', '1'), ('21/22', 'Knock', 'Jun 10, 2022', 'Jun 14, 2022', '4', 0), ('21/22', 'Foot Injury', 'Dec 24, 2021', 'Jan 6, 2022', '13', '1'), ('21/22', 'Knee Injury', 'Nov 8, 2021', 'Nov 16, 2021', '8', 0), ('20/21', 'Knee Surgery', 'May 24, 2021', 'Aug 21, 2021', '89', '6'), ('20/21', 'Unknown Injury', 'Apr 27, 2021', 'May 4, 2021', '7', '1'), ('20/21', 'Hamstring Injury', 'Feb 28, 2021', 'Mar 11, 2021', '11', '3'), ('20/21', 'Rest ', 'Jan 11, 2021', 'Jan 13, 2021', '2', '1'), ('20/21', 'Corona virus', 'Nov 19, 2020', 'Dec 2, 2020', '13', '3'), ('19/20', 'Knock', 'Sep 16, 2019', 'Sep 22, 2019', '6', '2')]"
Roberto Firmino,Liverpool FC,"[('21/22', 'Foot Injury', 'Apr 17, 2022', 'May 8, 2022', '21', '6'), ('21/22', 'Muscular problems', 'Feb 17, 2022', 'Mar 10, 2022', '21', '6'), ('21/22', 'Corona virus', 'Jan 1, 2022', 'Jan 8, 2022', '7', '1'), ('21/22', 'Hamstring Injury', 'Nov 3, 2021', 'Dec 12, 2021', '39', '9'), ('21/22', 'Muscle Injury', 'Aug 29, 2021', 'Sep 22, 2021', '24', '4'), ('20/21', 'Knee Injury', 'Mar 5, 2021', 'Apr 1, 2021', '27', '3'), ('18/19', 'Muscle Injury', 'May 3, 2019', 'May 21, 2019', '18', '3'), ('18/19', 'Groin Strain', 'Apr 25, 2019', 'Apr 30, 2019', '5', '1'), ('18/19', 'Ankle problems', 'Feb 24, 2019', 'Mar 2, 2019', '6', '2'), ('18/19', 'Eye Injury', 'Sep 16, 2018', 'Sep 17, 2018', '1', 0), ('16/17', 'Muscular problems', 'May 12, 2017', 'May 18, 2017', '6', '1'), ('16/17', 'Groin Strain', 'Sep 11, 2016', 'Sep 18, 2016', '7', '1'), ('15/16', 'Hamstring Injury', 'Mar 17, 2016', 'Apr 4, 2016', '18', '3'), ('15/16', 'Back Injury', 'Sep 24, 2015', 'Oct 19, 2015', '25', '4'), ('13/14', 'Ruptured ankle aigament', 'Sep 9, 2013', 'Sep 19, 2013', '10', '1')]"
Edouard Mendy,Chelsea FC,"[('21/22', 'Corona virus', 'Jan 7, 2022', 'Jan 13, 2022', '6', '2'), ('21/22', 'Bruised Rib', 'Sep 14, 2021', 'Sep 24, 2021', '10', '3'), ('20/21', 'Strain', 'Oct 16, 2020', 'Oct 19, 2020', '3', '1'), ('19/20', 'Knee Injury', 'Oct 4, 2019', 'Oct 23, 2019', '19', '2'), ('19/20', 'Hand fracture', 'Jun 28, 2019', 'Aug 15, 2019', '48', '2')]"
Kepa Arrizabalaga,Chelsea FC,"[('20/21', 'Shoulder Injury', 'Oct 22, 2020', 'Nov 16, 2020', '25', '5'), ('18/19', 'Hamstring Injury', 'Feb 20, 2019', 'Feb 23, 2019', '3', '1'), ('17/18', 'Metatarsal bone bruise', 'Dec 8, 2017', 'Feb 2, 2018', '56', '7'), ('17/18', 'Ankle Injury', 'Nov 27, 2017', 'Dec 1, 2017', '4', '1'), ('17/18', 'Influenza', 'Sep 6, 2017', 'Sep 13, 2017', '7', '1'), ('16/17', 'Torn muscle bundle', 'Jan 9, 2017', 'Mar 9, 2017', '59', '12'), ('16/17', 'Adductor problems', 'Oct 13, 2016', 'Oct 27, 2016', '14', '3')]"
Marcus Bettinelli,Chelsea FC,"[('18/19', 'Knee Surgery', 'Feb 1, 2019', 'May 15, 2019', '103', '14'), ('18/19', 'Fitness', 'Aug 13, 2018', 'Aug 18, 2018', '5', '1'), ('18/19', 'Unknown Injury', 'Jul 1, 2018', 'Aug 13, 2018', '43', '1'), ('17/18', 'Fitness', 'Aug 1, 2017', 'Aug 21, 2017', '20', '5'), ('15/16', 'Knee Surgery', 'Aug 19, 2015', 'Feb 7, 2016', '172', '30')]"
Wesley Fofana,Chelsea FC,"[('22/23', 'Knee Injury', 'Oct 6, 2022', '-', '51', '11'), ('21/22', 'Fibula Fracture', 'Aug 4, 2021', 'Mar 15, 2022', '223', '41'), ('20/21', 'Thigh Muscle Strain', 'Feb 3, 2021', 'Mar 1, 2021', '26', '8'), ('20/21', 'Knee Injury', 'Dec 27, 2020', 'Jan 2, 2021', '6', '1'), ('20/21', 'Knee Injury', 'Nov 9, 2020', 'Nov 21, 2020', '12', 0), ('19/20', 'Knee Injury', 'Nov 8, 2019', 'Nov 27, 2019', '19', '2'), ('19/20', 'Knee Injury', 'Aug 10, 2019', 'Oct 5, 2019', '56', '10')]"
Kalidou Koulibaly,Chelsea FC,"[('21/22', 'Corona virus', 'Jan 7, 2022', 'Jan 16, 2022', '9', '2'), ('21/22', 'Biceps femoris muscle injury', 'Dec 1, 2021', 'Jan 2, 2022', '32', '6'), ('20/21', 'Leg Injury', 'May 4, 2021', 'May 24, 2021', '20', '4'), ('20/21', 'Corona virus', 'Feb 5, 2021', 'Feb 19, 2021', '14', '4'), ('20/21', 'Muscle Injury', 'Dec 20, 2020', 'Jan 9, 2021', '20', '4'), ('19/20', 'Thigh Problems', 'Feb 15, 2020', 'Mar 4, 2020', '18', '4'), ('19/20', 'Biceps femoris muscle injury', 'Dec 15, 2019', 'Jan 30, 2020', '46', '7'), ('16/17', 'Sideband strain in the knee', 'Dec 11, 2016', 'Dec 26, 2016', '15', '3'), ('14/15', 'Knock', 'Mar 13, 2015', 'Mar 20, 2015', '7', '2'), ('11/12', 'Metatarsal Fracture', 'Apr 11, 2012', 'May 25, 2012', '44', '7')]"
Trevoh Chalobah,Chelsea FC,"[('21/22', 'Surgery', 'Feb 27, 2022', 'Mar 3, 2022', '4', '2'), ('21/22', 'Hamstring Injury', 'Jan 3, 2022', 'Jan 21, 2022', '18', '5'), ('17/18', 'Ankle Injury', 'Jul 10, 2017', 'Sep 5, 2017', '57', '4')]"
Thiago Silva,Chelsea FC,"[('21/22', 'Corona virus', 'Jan 5, 2022', 'Jan 11, 2022', '6', '2'), ('21/22', 'Knee Problems', 'Dec 26, 2021', 'Dec 31, 2021', '5', '2'), ('20/21', 'Thigh Problems', 'Feb 5, 2021', 'Mar 7, 2021', '30', '7'), ('20/21', 'Knock', 'Sep 10, 2020', 'Sep 22, 2020', '12', '2'), ('19/20', 'Thigh Muscle Strain', 'Feb 24, 2020', 'Mar 15, 2020', '20', '3'), ('19/20', 'Groin Injury', 'Jan 27, 2020', 'Feb 10, 2020', '14', '4'), ('19/20', 'Ill', 'Oct 30, 2019', 'Nov 3, 2019', '4', '1'), ('19/20', 'Rest ', 'Sep 24, 2019', 'Sep 26, 2019', '2', '1'), ('18/19', 'Meniscal Injury', 'Apr 15, 2019', 'Jun 4, 2019', '50', '8'), ('18/19', 'Adductor problems', 'Oct 18, 2018', 'Oct 30, 2018', '12', '3'), ('17/18', 'Muscle Injury', 'Oct 5, 2017', 'Oct 19, 2017', '14', '2'), ('16/17', 'Calf Problems', 'Feb 9, 2017', 'Feb 20, 2017', '11', '3'), ('16/17', 'Hip Injury', 'Jul 28, 2016', 'Sep 12, 2016', '46', '5'), ('15/16', 'Knee Injury', 'Jan 11, 2016', 'Feb 1, 2016', '21', '6'), ('14/15', 'Minor Knock', 'Apr 16, 2015', 'Apr 27, 2015', '11', '3')]"
Marc Cucurella,Chelsea FC,"[('17/18', 'Hamstring Injury', 'Aug 15, 2017', 'Aug 27, 2017', '12', '1'), ('15/16', 'Nasal Bone Fracture', 'Feb 23, 2016', 'Mar 19, 2016', '25', 0), ('15/16', 'Foot Injury', 'Nov 29, 2015', 'Jan 16, 2016', '48', 0)]"
Ben Chilwell,Chelsea FC,"[('22/23', 'Hamstring Injury', 'Nov 3, 2022', '-', '23', '3'), ('21/22', 'Ruptured cruciate ligament', 'Nov 22, 2021', 'May 19, 2022', '178', '43'), ('20/21', 'Quarantine', 'Jun 21, 2021', 'Jun 28, 2021', '7', 0), ('20/21', 'Foot Injury', 'Jul 6, 2020', 'Sep 21, 2020', '77', '4'), ('19/20', 'Muscle Injury', 'Mar 5, 2020', 'Mar 12, 2020', '7', '1'), ('19/20', 'Groin Injury', 'Dec 2, 2019', 'Dec 9, 2019', '7', '2'), ('19/20', 'Hip Injury', 'Aug 12, 2019', 'Aug 29, 2019', '17', '3'), ('18/19', 'Bruise', 'Feb 11, 2019', 'Feb 25, 2019', '14', '1'), ('18/19', 'Knee Injury', 'Dec 10, 2018', 'Dec 20, 2018', '10', '2'), ('17/18', 'Ankle Injury', 'Apr 30, 2018', 'Jun 28, 2018', '59', '3'), ('16/17', 'Ankle Injury', 'Oct 3, 2016', 'Dec 5, 2016', '63', '10')]"
Reece James,Chelsea FC,"[('22/23', 'Knee Injury', 'Oct 13, 2022', 'Dec 12, 2022', '60', '9'), ('21/22', 'Hamstring Injury', 'Apr 21, 2022', 'Apr 28, 2022', '7', '2'), ('21/22', 'Muscle Injury', 'Mar 3, 2022', 'Mar 21, 2022', '18', '5'), ('21/22', 'Fitness', 'Feb 14, 2022', 'Feb 24, 2022', '10', '2'), ('21/22', 'Hamstring Injury', 'Dec 27, 2021', 'Feb 14, 2022', '49', '11'), ('20/21', 'Thigh Muscle Strain', 'Dec 24, 2020', 'Jan 18, 2021', '25', '5'), ('20/21', 'Ankle Injury', 'Dec 14, 2020', 'Dec 28, 2020', '14', '4'), ('19/20', 'Knock', 'Jun 1, 2020', 'Jun 8, 2020', '7', 0), ('19/20', 'Bruise', 'Jan 20, 2020', 'Feb 3, 2020', '14', '3'), ('19/20', 'Ankle Injury', 'Dec 23, 2019', 'Dec 30, 2019', '7', '2'), ('19/20', 'Ankle Injury', 'Jun 6, 2019', 'Sep 26, 2019', '112', '17')]"
César Azpilicueta,Chelsea FC,"[('21/22', 'Corona virus', 'Apr 8, 2022', 'Apr 11, 2022', '3', '1'), ('21/22', 'Ill', 'Mar 10, 2022', 'Mar 15, 2022', '5', '2'), ('21/22', 'Knock', 'Feb 27, 2022', 'Mar 6, 2022', '7', '3'), ('19/20', 'Hamstring Injury', 'Aug 1, 2020', 'Sep 13, 2020', '43', '2'), ('19/20', 'Strain', 'Dec 23, 2019', 'Dec 25, 2019', '2', 0), ('10/11', 'Cruciate Ligament Rupture', 'Nov 27, 2010', 'May 15, 2011', '169', '29')]"
Jorginho,Chelsea FC,"[('21/22', 'Unknown Injury', 'May 1, 2022', 'May 8, 2022', '7', '2'), ('14/15', 'Muscle Fatigue', 'Sep 29, 2014', 'Oct 6, 2014', '7', '2'), ('13/14', 'Fever', 'Dec 13, 2013', 'Dec 16, 2013', '3', '1')]"
